   0.57944E+09   0.34564E+09
   0.73016E+09   0.21769E+09
   0.83599E+09   0.16610E+09
   0.92019E+09   0.13706E+09
   0.99155E+09   0.11806E+09
   0.10537E+10   0.10455E+09
   0.11093E+10   0.94308E+08
   0.11599E+10   0.86311E+08
   0.12066E+10   0.79707E+08
   0.12499E+10   0.74302E+08
   0.12903E+10   0.69721E+08
   0.13283E+10   0.65737E+08
   0.13643E+10   0.62425E+08
   0.13987E+10   0.59347E+08
   0.14315E+10   0.56723E+08
   0.14625E+10   0.54293E+08
   0.14926E+10   0.52117E+08
   0.15214E+10   0.50165E+08
   0.15492E+10   0.48384E+08
   0.15761E+10   0.46725E+08
   0.16020E+10   0.45247E+08
   0.16272E+10   0.43874E+08
   0.16518E+10   0.42556E+08
   0.16756E+10   0.41359E+08
   0.16987E+10   0.40251E+08
   0.17212E+10   0.39204E+08
   0.17431E+10   0.38240E+08
   0.17645E+10   0.37317E+08
   0.17854E+10   0.36436E+08
   0.18058E+10   0.35644E+08
   0.18257E+10   0.34850E+08
   0.18454E+10   0.34127E+08
   0.18644E+10   0.33435E+08
   0.18832E+10   0.32744E+08
   0.19017E+10   0.32124E+08
   0.19197E+10   0.31543E+08
   0.19375E+10   0.30964E+08
   0.19549E+10   0.30401E+08
   0.19721E+10   0.29871E+08
   0.19888E+10   0.29370E+08
   0.20055E+10   0.28912E+08
   0.20217E+10   0.28432E+08
   0.20379E+10   0.27996E+08
   0.20536E+10   0.27583E+08
   0.20692E+10   0.27141E+08
   0.20845E+10   0.26755E+08
   0.20996E+10   0.26357E+08
   0.21146E+10   0.25991E+08
   0.21292E+10   0.25647E+08
   0.21439E+10   0.25286E+08
   0.21581E+10   0.24959E+08
   0.21723E+10   0.24635E+08
   0.21863E+10   0.24316E+08
   0.22000E+10   0.24022E+08
   0.22137E+10   0.23724E+08
   0.22271E+10   0.23442E+08
   0.22404E+10   0.23169E+08
   0.22537E+10   0.22905E+08
   0.22666E+10   0.22641E+08
   0.22794E+10   0.22379E+08
   0.22923E+10   0.22140E+08
   0.23048E+10   0.21900E+08
   0.23172E+10   0.21656E+08
   0.23296E+10   0.21429E+08
   0.23418E+10   0.21207E+08
   0.23538E+10   0.20998E+08
   0.23658E+10   0.20768E+08
   0.23777E+10   0.20584E+08
   0.23893E+10   0.20361E+08
   0.24009E+10   0.20199E+08
   0.24126E+10   0.20010E+08
   0.24239E+10   0.19801E+08
   0.24351E+10   0.19615E+08
   0.24464E+10   0.19430E+08
   0.24576E+10   0.19251E+08
   0.24685E+10   0.19088E+08
   0.24794E+10   0.18953E+08
   0.24902E+10   0.18766E+08
   0.25010E+10   0.18603E+08
   0.25116E+10   0.18450E+08
   0.25221E+10   0.18301E+08
   0.25326E+10   0.18148E+08
   0.25431E+10   0.17987E+08
   0.25533E+10   0.17869E+08
   0.25635E+10   0.17726E+08
   0.25737E+10   0.17578E+08
   0.25838E+10   0.17436E+08
   0.25937E+10   0.17296E+08
   0.26036E+10   0.17167E+08
   0.26135E+10   0.17053E+08
   0.26233E+10   0.16918E+08
   0.26330E+10   0.16790E+08
   0.26426E+10   0.16667E+08
   0.26521E+10   0.16556E+08
   0.26617E+10   0.16435E+08
   0.26712E+10   0.16326E+08
